0.000000E+0	0.000000E+0	0.000000E+0	100.000000E-3	2.706113E+0	1.266680E+3
100.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-42.591357E-3	28.125000E-3
200.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-26.116869E-3	-0.000000E+0
300.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-13.444186E-3	-0.000000E+0
400.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-38.789552E-3	-0.000000E+0
500.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-12.176917E-3	-0.000000E+0
600.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-29.918674E-3	-0.000000E+0
700.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-45.125894E-3	-0.000000E+0
800.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-37.522284E-3	-0.000000E+0
900.000000E-3	0.000000E+0	0.000000E+0	100.000000E-3	-34.987747E-3	-0.000000E+0
1.000000E+0	0.000000E+0	0.000000E+0	100.000000E-3	-43.858626E-3	-0.000000E+0
1.100000E+0	0.000000E+0	0.000000E+0	100.000000E-3	-40.056821E-3	-0.000000E+0
1.200000E+0	0.000000E+0	0.000000E+0	100.000000E-3	-41.324089E-3	-0.000000E+0
1.300000E+0	0.000000E+0	0.000000E+0	100.000000E-3	-42.591357E-3	-0.000000E+0
1.400000E+0	0.000000E+0	0.000000E+0	100.000000E-3	-8.375112E-3	-0.000000E+0
1.500000E+0	0.000000E+0	0.000000E+0	100.000000E-3	-9.642381E-3	-0.000000E+0
1.600000E+0	0.000000E+0	0.000000E+0	25.833333E+0	-12.176917E-3	-0.000000E+0
1.700000E+0	0.000000E+0	0.000000E+0	25.833333E+0	302.105620E-3	210.937500E-3
1.800000E+0	0.000000E+0	0.000000E+0	25.833333E+0	674.682482E-3	956.250000E-3
1.900000E+0	0.000000E+0	0.000000E+0	25.833333E+0	849.565492E-3	2.179687E+0
2.000000E+0	0.000000E+0	0.000000E+0	25.833333E+0	1.286773E+0	3.839063E+0
2.100000E+0	0.000000E+0	0.000000E+0	25.833333E+0	1.435043E+0	5.807812E+0
2.200000E+0	0.000000E+0	0.000000E+0	25.833333E+0	1.616263E+0	8.057813E+0
2.300000E+0	0.000000E+0	0.000000E+0	25.833333E+0	1.765800E+0	10.490625E+0
2.400000E+0	0.000000E+0	0.000000E+0	25.833333E+0	1.943218E+0	13.092187E+0
2.500000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.033194E+0	15.904687E+0
2.600000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.019254E+0	18.942187E+0
2.700000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.119368E+0	22.120313E+0
2.800000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.272708E+0	25.354688E+0
2.900000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.256233E+0	28.701563E+0
3.000000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.472936E+0	32.203125E+0
3.100000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.241026E+0	35.775000E+0
3.200000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.522359E+0	39.417188E+0
3.300000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.394365E+0	43.059375E+0
3.400000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.652888E+0	46.814062E+0
3.500000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.408305E+0	50.653125E+0
3.600000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.613603E+0	54.506250E+0
3.700000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.726389E+0	58.331250E+0
3.800000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.541368E+0	62.268750E+0
3.900000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.818900E+0	66.262500E+0
4.000000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.701044E+0	70.256250E+0
4.100000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.478005E+0	74.207813E+0
4.200000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.834107E+0	78.328125E+0
4.300000E+0	0.000000E+0	0.000000E+0	25.833333E+0	2.756804E+0	82.350000E+0
