   0,000	  50,000	  50,000	  34,790
   1,000	  50,000	  50,000	  35,990
   2,000	  50,000	  50,000	  37,090
   3,000	  50,000	  50,000	  38,090
   4,000	  50,000	  50,000	  39,010
   5,000	  50,000	  50,000	  39,850
   6,000	  50,000	  50,000	  40,620
   7,000	  50,000	  50,000	  41,320
   8,000	  50,000	  50,000	  41,960
   9,000	  50,000	  50,000	  42,550
  10,000	  50,000	  50,000	  43,090
  11,000	  50,000	  50,000	  43,580
  12,000	  50,000	  50,000	  44,030
  13,000	  50,000	  50,000	  44,440
  14,000	  50,000	  50,000	  44,820
  15,000	  50,000	  50,000	  45,170
  16,000	  50,000	  50,000	  45,480
  17,000	  50,000	  50,000	  45,770
  18,000	  50,000	  50,000	  46,040
  19,000	  50,000	  50,000	  46,280
  20,000	  50,000	  50,000	  46,510
  21,000	  50,000	  50,000	  46,710
  22,000	  50,000	  50,000	  46,900
  23,000	  50,000	  50,000	  47,070
  24,000	  50,000	  50,000	  47,230
  25,000	  50,000	  50,000	  47,370
  26,000	  50,000	  50,000	  47,500
  27,000	  50,000	  50,000	  47,620
  28,000	  50,000	  50,000	  47,730
  29,000	  50,000	  50,000	  47,840
  30,000	  50,000	  50,000	  47,930
  31,000	  50,000	  50,000	  48,020
  32,000	  50,000	  50,000	  48,090
  33,000	  50,000	  50,000	  48,160
  34,000	  50,000	  50,000	  48,230
  35,000	  50,000	  50,000	  48,290
  36,000	  50,000	  50,000	  48,350
  37,000	  50,000	  50,000	  48,400
  38,000	  50,000	  50,000	  48,450
  39,000	  50,000	  50,000	  48,490
  40,000	  50,000	  50,000	  48,530
  41,000	  50,000	  50,000	  48,560
  42,000	  50,000	  50,000	  48,600
  43,000	  50,000	  50,000	  48,630
  44,000	  50,000	  50,000	  48,660
  45,000	  50,000	  50,000	  48,680
  46,000	  50,000	  50,000	  48,710
  47,000	  50,000	  50,000	  48,730
  48,000	  50,000	  50,000	  48,750
  49,000	  50,000	  50,000	  48,770
  50,000	  50,000	  50,000	  48,780
  51,000	  50,000	  50,000	  48,800
  52,000	  50,000	  50,000	  48,820
  53,000	  50,000	  50,000	  48,830
  54,000	  50,000	  50,000	  48,840
  55,000	  50,000	  50,000	  48,850
  56,000	  50,000	  50,000	  48,860
  57,000	  50,000	  50,000	  48,870
  58,000	  50,000	  50,000	  48,880
  59,000	  50,000	  50,000	  48,890
  60,000	  50,000	  50,000	  48,890
  61,000	  50,000	  50,000	  48,900
  62,000	  50,000	  50,000	  48,910
  63,000	  50,000	  50,000	  48,920
  64,000	  50,000	  50,000	  48,920
  65,000	  50,000	  50,000	  48,920
  66,000	  50,000	  50,000	  48,930
  67,000	  50,000	  50,000	  48,930
  68,000	  50,000	  50,000	  48,930
  69,000	  50,000	  50,000	  48,940
  70,000	  50,000	  50,000	  48,950
  71,000	  50,000	  50,000	  48,950
  72,000	  50,000	  50,000	  48,950
  73,000	  50,000	  50,000	  48,950
  74,000	  50,000	  50,000	  48,960
  75,000	  50,000	  50,000	  48,960
  76,000	  50,000	  50,000	  48,960
  77,000	  50,000	  50,000	  48,960
  78,000	  50,000	  50,000	  48,960
  79,000	  50,000	  50,000	  48,960
  80,000	  50,000	  50,000	  48,970
  81,000	  50,000	  50,000	  48,970
  82,000	  50,000	  50,000	  48,970
  83,000	  50,000	  50,000	  48,970
  84,000	  50,000	  50,000	  48,970
  85,000	  50,000	  50,000	  48,970
  86,000	  50,000	  50,000	  48,980
  87,000	  50,000	  50,000	  48,980
  88,000	  50,000	  50,000	  48,980
  89,000	  50,000	  50,000	  48,980
  90,000	  50,000	  50,000	  48,980
  91,000	  50,000	  50,000	  48,980
  92,000	  50,000	  50,000	  48,980
  93,000	  50,000	  50,000	  48,980
  94,000	  50,000	  50,000	  48,980
  95,000	  50,000	  50,000	  48,980
  96,000	  50,000	  50,000	  48,980
  97,000	  50,000	  50,000	  48,980
  98,000	  50,000	  50,000	  48,980
