   1.000	  50.000	  50.900	  50.000
   2.000	  50.000	  50.900	  50.000
   3.000	  50.000	  50.900	  50.000
   4.000	  50.000	  50.900	  50.000
   5.000	  50.000	  55.300	  48.930
   6.000	  50.000	  72.300	  44.670
   7.000	  50.000	 100.000	  29.140
   8.000	  50.000	 100.000	  20.840
   9.000	  50.000	 100.000	  22.710
  10.000	  50.000	 100.000	  27.480
  11.000	  50.000	 100.000	  32.880
  12.000	  50.000	  89.300	  38.720
  13.000	  50.000	  12.300	  59.020
  14.000	  50.000	   0.000	  99.990
  15.000	  50.000	   0.000	  99.990
  16.000	  50.000	   0.000	  99.990
  17.000	  50.000	   0.000	  99.990
  18.000	  50.000	   0.000	  91.950
  19.000	  50.000	   0.000	  84.230
  20.000	  50.000	   0.000	  77.070
  21.000	  50.000	   0.000	  70.510
  22.000	  50.000	   8.600	  64.430
  23.000	  50.000	  73.600	  47.010
  24.000	  50.000	 100.000	   3.320
  25.000	  50.000	 100.000	   0.000
  26.000	  50.000	 100.000	   0.000
  27.000	  50.000	 100.000	   0.080
  28.000	  50.000	 100.000	   7.700
  29.000	  50.000	 100.000	  15.130
  30.000	  50.000	 100.000	  21.970
  31.000	  50.000	 100.000	  28.270
  32.000	  50.000	 100.000	  34.100
  33.000	  50.000	  76.800	  41.850
  34.000	  50.000	   0.000	  73.660
  35.000	  50.000	   0.000	  99.990
  36.000	  50.000	   0.000	  99.990
  37.000	  50.000	   0.000	  99.990
  38.000	  50.000	   0.000	  97.410
  39.000	  50.000	   0.000	  89.390
  40.000	  50.000	   0.000	  81.840
  41.000	  50.000	   0.000	  74.880
  42.000	  50.000	   0.000	  68.500
  43.000	  50.000	  17.200	  61.670
  44.000	  50.000	 100.000	  35.850
  45.000	  50.000	 100.000	   0.000
  46.000	  50.000	 100.000	   0.000
  47.000	  50.000	 100.000	   0.000
  48.000	  50.000	 100.000	   1.910
  49.000	  50.000	 100.000	   9.560
  50.000	  50.000	 100.000	  16.860
  51.000	  50.000	 100.000	  23.560
  52.000	  50.000	 100.000	  30.330
  53.000	  50.000	  96.800	  36.010
  54.000	  50.000	  50.000	  48.780
  55.000	  50.000	   0.000	  92.800
  56.000	  50.000	   0.000	  99.990
  57.000	  50.000	   0.000	  99.990
  58.000	  50.000	   0.000	  99.990
  59.000	  50.000	   0.000	  94.210
  60.000	  50.000	   0.000	  86.350
  61.000	  50.000	   0.000	  79.030
  62.000	  50.000	   0.000	  72.300
  63.000	  50.000	   2.100	  66.150
  64.000	  50.000	  37.100	  56.100
  65.000	  50.000	 100.000	  16.620
  66.000	  50.000	 100.000	   0.000
  67.000	  50.000	 100.000	   0.000
  68.000	  50.000	 100.000	   0.000
  69.000	  50.000	 100.000	   4.540
  70.000	  50.000	 100.000	  12.140
  71.000	  50.000	 100.000	  19.230
  72.000	  50.000	 100.000	  25.750
  73.000	  50.000	 100.000	  31.760
  74.000	  50.000	  90.600	  37.680
  75.000	  50.000	  18.100	  56.920
  76.000	  50.000	   0.000	  99.990
  77.000	  50.000	   0.000	  99.990
  78.000	  50.000	   0.000	  99.990
  79.000	  50.000	   0.000	  99.990
  80.000	  50.000	   0.000	  91.910
  81.000	  50.000	   0.000	  84.200
  82.000	  50.000	   0.000	  77.040
  83.000	  50.000	   0.000	  70.480
  84.000	  50.000	   6.100	  64.490
  85.000	  50.000	  59.900	  49.940
  86.000	  50.000	 100.000	   6.200
  87.000	  50.000	 100.000	   0.000
  88.000	  50.000	 100.000	   0.000
  89.000	  50.000	 100.000	   0.000
  90.000	  50.000	 100.000	   6.430
  91.000	  50.000	 100.000	  13.950
