   1,000	  50,000	   0,000	  11,080
   2,000	  50,000	  15,600	   9,410
   3,000	  50,000	   0,000	   0,000
   4,000	  50,000	   0,000	   2,280
   5,000	  50,000	   0,000	  10,450
   6,000	  50,000	   0,000	  12,040
   7,000	  50,000	   0,000	  11,840
   8,000	  50,000	   0,000	  11,140
   9,000	  50,000	  12,300	   9,880
  10,000	  50,000	  87,700	   0,000
  11,000	  50,000	   0,000	   0,520
  12,000	  50,000	   0,000	  10,050
  13,000	  50,000	   0,000	  11,990
  14,000	  50,000	   0,000	  11,880
  15,000	  50,000	   0,000	  11,210
  16,000	  50,000	   9,600	  10,220
  17,000	  50,000	  74,000	   0,000
  18,000	  50,000	   0,000	   0,000
  19,000	  50,000	   0,000	   9,590
  20,000	  50,000	   0,000	  11,920
  21,000	  50,000	   0,000	  11,920
  22,000	  50,000	   0,000	  11,280
  23,000	  50,000	   7,400	  10,450
  24,000	  50,000	  62,300	   0,000
  25,000	  50,000	   0,000	   0,000
  26,000	  50,000	   0,000	   9,070
  27,000	  50,000	   0,000	  11,840
  28,000	  50,000	   0,000	  11,960
  29,000	  50,000	   0,000	  11,350
  30,000	  50,000	   5,500	  10,560
  31,000	  50,000	  52,300	   2,060
  32,000	  50,000	   0,000	   0,000
  33,000	  50,000	   0,000	   8,470
  34,000	  50,000	   0,000	  11,740
  35,000	  50,000	   0,000	  12,000
  36,000	  50,000	   0,000	  11,430
  37,000	  50,000	   4,000	  10,650
  38,000	  50,000	  43,600	   3,950
  39,000	  50,000	   0,000	   0,000
  40,000	  50,000	   0,000	   7,790
  41,000	  50,000	   0,000	  11,600
  42,000	  50,000	   0,000	  12,020
  43,000	  50,000	   0,000	  11,490
  44,000	  50,000	   2,700	  10,720
  45,000	  50,000	  36,100	   5,500
  46,000	  50,000	   0,000	  99,990
  47,000	  50,000	   0,000	   7,780
  48,000	  50,000	   0,000	  11,600
  49,000	  50,000	   0,000	  12,020
  50,000	  50,000	   0,000	  11,490
  51,000	  50,000	   2,700	  10,720
  52,000	  50,000	  36,000	   5,530
  53,000	  50,000	   0,000	  99,990
  54,000	  50,000	   0,000	   7,000
  55,000	  50,000	   0,000	  11,440
  56,000	  50,000	   0,000	  12,030
  57,000	  50,000	   0,000	  11,550
  58,000	  50,000	   1,300	  10,790
  59,000	  50,000	  29,500	   6,820
  60,000	  50,000	   0,000	  99,990
  61,000	  50,000	   0,000	   6,100
  62,000	  50,000	   0,000	  11,230
  63,000	  50,000	   0,000	  12,030
  64,000	  50,000	   0,000	  11,600
  65,000	   0,000	   0,000	  10,860
  66,000	  50,000	  24,100	   7,840
  67,000	  50,000	   0,000	  99,990
  68,000	  50,000	   0,000	   5,070
  69,000	  50,000	   0,000	  10,990
  70,000	  50,000	   0,000	  12,010
  71,000	  50,000	   0,000	  11,650
  72,000	  50,000	   0,000	  10,920
  73,000	  50,000	  19,500	   8,660
  74,000	  50,000	   0,000	  99,990
  75,000	  50,000	   0,000	   3,800
  76,000	  50,000	   0,000	  10,710
  77,000	  50,000	   0,000	  11,990
  78,000	  50,000	   0,000	  11,710
  79,000	  50,000	   0,000	  10,990
  80,000	  50,000	  15,600	   9,310
  81,000	  50,000	   0,000	   0,000
  82,000	  50,000	   0,000	   2,290
  83,000	  50,000	   0,000	  10,370
  84,000	  50,000	   0,000	  11,950
  85,000	  50,000	   0,000	  11,750
  86,000	  50,000	   0,000	  11,060
  87,000	  50,000	  12,300	   9,810
  88,000	  50,000	  87,700	   0,000
  89,000	  50,000	   0,000	   0,560
  90,000	  50,000	   0,000	   9,980
  91,000	  50,000	   0,000	  11,900
