   1.000	  50.000	  50.000	  49.000
   2.000	  50.000	  50.000	  49.000
   3.000	  50.000	  50.000	  49.000
   4.000	  50.000	  50.000	  49.000
   5.000	  50.000	  50.000	  49.000
   6.000	  50.000	  50.000	  49.000
   7.000	  50.000	  50.000	  49.000
   8.000	  50.000	  50.000	  49.000
   9.000	  50.000	  50.000	  49.000
  10.000	  50.000	  50.000	  49.000
  11.000	  50.000	  50.000	  48.900
  12.000	  50.000	  50.000	  47.630
  13.000	  50.000	  50.000	  46.050
  14.000	  50.000	  50.000	  44.550
  15.000	  50.000	  50.000	  43.180
  16.000	  50.000	  50.000	  41.930
  17.000	  50.000	  50.000	  40.790
  18.000	  50.000	  50.000	  39.760
  19.000	  50.000	  50.000	  38.820
  20.000	  50.000	  50.000	  37.960
  21.000	  50.000	  50.000	  37.180
  22.000	  50.000	  50.000	  36.470
  23.000	  50.000	  50.000	  35.820
  24.000	  50.000	  50.000	  35.230
  25.000	  50.000	  50.000	  34.700
  26.000	  50.000	  50.000	  34.210
  27.000	  50.000	  50.000	  33.760
  28.000	  50.000	  50.000	  33.350
  29.000	  50.000	  50.000	  32.990
  30.000	  50.000	  50.000	  32.640
  31.000	  50.000	  50.000	  32.310
  32.000	  50.000	  50.000	  32.030
  33.000	  50.000	  50.000	  31.780
  34.000	  50.000	  50.000	  31.540
  35.000	  50.000	  50.000	  31.330
  36.000	  50.000	  50.000	  31.140
  37.000	  50.000	  50.000	  30.960
  38.000	  50.000	  50.000	  30.800
  39.000	  50.000	  50.000	  30.660
  40.000	  50.000	  50.000	  30.520
  41.000	  50.000	  50.000	  30.400
  42.000	  50.000	  50.000	  30.290
  43.000	  50.000	  50.000	  30.190
  44.000	  50.000	  50.000	  30.090
  45.000	  50.000	  50.000	  30.000
  46.000	  50.000	  50.000	  29.930
  47.000	  50.000	  50.000	  29.850
  48.000	  50.000	  50.000	  29.790
  49.000	  50.000	  50.000	  29.730
  50.000	  50.000	  50.000	  29.680
  51.000	  50.000	  50.000	  29.630
  52.000	  50.000	  50.000	  29.580
  53.000	  50.000	  50.000	  29.540
  54.000	  50.000	  50.000	  29.500
  55.000	  50.000	  50.000	  29.460
  56.000	  50.000	  50.000	  29.430
  57.000	  50.000	  50.000	  29.400
  58.000	  50.000	  50.000	  29.380
  59.000	  50.000	  50.000	  29.350
  60.000	  50.000	  50.000	  29.330
  61.000	  50.000	  50.000	  29.310
  62.000	  50.000	  50.000	  29.290
  63.000	  50.000	  50.000	  29.270
  64.000	  50.000	  50.000	  29.260
  65.000	  50.000	  50.000	  29.240
  66.000	  50.000	  50.000	  29.230
  67.000	  50.000	  50.000	  29.220
  68.000	  50.000	  50.000	  29.200
  69.000	  50.000	  50.000	  29.200
  70.000	  50.000	  50.000	  29.180
  71.000	  50.000	  50.000	  29.180
  72.000	  50.000	  50.000	  29.170
  73.000	  50.000	  50.000	  29.160
  74.000	  50.000	  50.000	  29.150
  75.000	  50.000	  50.000	  29.150
  76.000	  50.000	  50.000	  29.140
  77.000	  50.000	  50.000	  29.140
  78.000	  50.000	  50.000	  29.130
  79.000	  50.000	  50.000	  29.130
  80.000	  50.000	  50.000	  29.120
  81.000	  50.000	  50.000	  29.120
  82.000	  50.000	  50.000	  29.120
  83.000	  50.000	  50.000	  29.110
  84.000	  50.000	  50.000	  29.110
  85.000	  50.000	  50.000	  29.110
  86.000	  50.000	  50.000	  29.110
  87.000	  50.000	  50.000	  29.100
  88.000	  50.000	  50.000	  29.100
  89.000	  50.000	  50.000	  29.100
  90.000	  50.000	  50.000	  29.100
  91.000	  50.000	  50.000	  29.090
  92.000	  50.000	  50.000	  29.090
  93.000	  50.000	  50.000	  29.090
  94.000	  50.000	  50.000	  29.090
  95.000	  50.000	  50.000	  29.090
  96.000	  50.000	  50.000	  29.090
  97.000	  50.000	  50.000	  29.080
  98.000	  50.000	  50.000	  29.080
  99.000	  50.000	  50.000	  29.080
 100.000	  50.000	  50.000	  29.080
 101.000	  50.000	  50.000	  29.080
 102.000	  50.000	  50.000	  29.080
 103.000	  50.000	  50.000	  29.080
 104.000	  50.000	  50.000	  29.080
 105.000	  50.000	  50.000	  29.080
 106.000	  50.000	  50.000	  29.080
 107.000	  50.000	  50.000	  29.080
 108.000	  50.000	  50.000	  29.080
 109.000	  50.000	  50.000	  29.070
 110.000	  50.000	  50.000	  29.070
 111.000	  50.000	  50.000	  29.070
 112.000	  50.000	  50.000	  29.070
 113.000	  50.000	  50.000	  29.070
